"cfda_program_num","cfda_program_title","agency_code","recipient_county_code","recipient_state_code","recipient_country_code","assistance_type","fiscal_year","asst_cat_type","recip_cat_type","fed_funding_amount","non_fed_funding_amount","total_funding_amount","face_loan_guran","orig_sub_guran","agency_name","assistance_type_name","recip_cat_type_name"
"59.012 ","7A                                                                        ","7300","010","VI","USA","08","2016","l","f",0,0,0,80000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","011","AZ","USA","08","2016","l","f",0,0,0,35000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","011","FL","USA","08","2016","l","f",0,0,0,1800431,-611," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","011","IN","USA","08","2016","l","f",0,0,0,119000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","011","MA","USA","08","2016","l","f",0,0,0,325000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","011","MI","USA","08","2016","l","f",0,0,0,71000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","011","NC","USA","08","2016","l","f",0,0,0,1090000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","011","NH","USA","08","2016","l","f",0,0,0,652100,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","011","NY","USA","08","2016","l","f",0,0,0,751100,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","011","PA","USA","08","2016","l","f",0,0,0,1718300,-46," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","","PR","PRI","08","2016","l","f",0,0,0,-5000,-328," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","011","SD","USA","08","2016","l","f",0,0,0,50000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","011","UT","USA","08","2016","l","f",0,0,0,799400,-2115," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","011","VT","USA","08","2016","l","f",0,0,0,279800,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","011","WA","USA","08","2016","l","f",0,0,0,4840600,-1777," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","013","AZ","USA","08","2016","l","f",0,0,0,40668815,232," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","013","CA","USA","08","2016","l","f",0,0,0,3081300,-16400," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","013","CO","USA","08","2016","l","f",0,0,0,1145800,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","013","CT","USA","08","2016","l","f",0,0,0,153000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","013","IA","USA","08","2016","l","f",0,0,0,-100,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","013","IN","USA","08","2016","l","f",0,0,0,150000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","013","MA","USA","08","2016","l","f",0,0,0,1175279,-777," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","013","MD","USA","08","2016","l","f",0,0,0,25000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","013","MN","USA","08","2016","l","f",0,0,0,363000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","013","MT","USA","08","2016","l","f",0,0,0,-25000,-3," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","013","NH","USA","08","2016","l","f",0,0,0,288800,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","013","NJ","USA","08","2016","l","f",0,0,0,3170930,-45," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","013","NM","USA","08","2016","l","f",0,0,0,130000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","013","OK","USA","08","2016","l","f",0,0,0,2941000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","","PR","PRI","08","2016","l","f",0,0,0,39990,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","013","SC","USA","08","2016","l","f",0,0,0,1355000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","013","VA","USA","08","2016","l","f",0,0,0,100000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","013","VT","USA","08","2016","l","f",0,0,0,1777,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","014","CO","USA","08","2016","l","f",0,0,0,1813854,-1," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","015","AL","USA","08","2016","l","f",0,0,0,1605000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","015","AZ","USA","08","2016","l","f",0,0,0,200000,-3," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","015","CO","USA","08","2016","l","f",0,0,0,2000000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","015","CT","USA","08","2016","l","f",0,0,0,130000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","015","GA","USA","08","2016","l","f",0,0,0,1857000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
"59.012 ","7A                                                                        ","7300","015","KS","USA","08","2016","l","f",0,0,0,307000,0," SMALL BUSINESS ADMINISTRATION","Guaranteed or insured loan","For-Profit Organization"
